what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393762945631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393762947759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393762993280
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393763025065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393763038644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393763039235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393763052634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393763053197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393763054151
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393763054344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393763054674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393763054974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393763061301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393763068734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393763069572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393763075514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393763076257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393763076974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393763079097
