what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1393756921779
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1393756921780
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1393756921780
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1393756921781
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1393756921781
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1393756921782
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1393756921782
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1393756921783
os,sysinfo,,,"linux",1393756921786
arch,sysinfo,,,"x86_64",1393756921786
ws,sysinfo,,,"gtk",1393756921786
locale,sysinfo,,,"en_US",1393756921786
processors,sysinfo,,,"4",1393756921786
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1393756921786
java.runtime.version,sysinfo,,,"1.6.0_30-b30",1393756921786
java.specification.name,sysinfo,,,"Java Platform API Specification",1393756921786
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1393756921786
java.specification.version,sysinfo,,,"1.6",1393756921786
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1393756921786
java.version,sysinfo,,,"1.6.0_30",1393756921786
java.vm.info,sysinfo,,,"mixed mode",1393756921786
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1393756921786
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1393756921786
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1393756921786
java.vm.specification.version,sysinfo,,,"1.0",1393756921786
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1393756921786
java.vm.version,sysinfo,,,"23.25-b01",1393756921786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393756922847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393756923690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393756925044
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1393756925752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757000567
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393757002636
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393757002690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757019663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757083829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757084385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757178635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757179504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757185927
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1393757197756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757199287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757286860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757287461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757291963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757292561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757294943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757295294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757309025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757310103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757311989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757312392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757467602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757468114
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393757469164
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1393757469434
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1393757469585
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1393757469587
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1393757469588
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1393757469588
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1393757469589
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1393757469589
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1393757469590
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1393757469590
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1393757469591
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1393757469591
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1393758159151
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1393758159152
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1393758159153
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1393758159153
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1393758159154
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1393758159155
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1393758159211
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1393758159212
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1393758159212
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1393758159213
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1393758159213
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1393758159214
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1393758159240
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1393758159240
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1393758159242
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1393758159242
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1393758159242
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1393758159290
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1393758159291
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1393758159291
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1393758159292
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1393758159293
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1393758159293
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1393758159294
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1393758159294
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1393758159294
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1393758159295
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1393758159295
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1393758159350
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1393758159353
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1393758159354
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1393758159354
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1393758159355
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1393758159355
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1393758159356
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1393758159357
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1393758159357
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1393758159358
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1393758159358
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1393758159396
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1393758159429
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1393758159430
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1393758159430
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1393758159431
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1393758159475
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1393758159475
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1393758159475
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1393758159475
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1393758159476
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1393758159537
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1393758159537
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1393758159538
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1393758159538
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1393758159538
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1393758159539
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1393758159539
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1393758159540
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1393758159540
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1393758159541
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1393758159541
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1393758159650
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1393758159681
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1393758159683
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1393758159726
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1393758159754
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1393758159755
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1393758159756
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1393758159756
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1393758159838
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1393758159989
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1393758159990
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1393758159990
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1393758160004
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1393758160005
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1393758160063
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1393758160122
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1393758160122
os,sysinfo,,,"linux",1393758160125
arch,sysinfo,,,"x86_64",1393758160125
ws,sysinfo,,,"gtk",1393758160125
locale,sysinfo,,,"en_US",1393758160125
processors,sysinfo,,,"4",1393758160125
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1393758160125
java.runtime.version,sysinfo,,,"1.6.0_30-b30",1393758160125
java.specification.name,sysinfo,,,"Java Platform API Specification",1393758160125
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1393758160125
java.specification.version,sysinfo,,,"1.6",1393758160125
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1393758160125
java.version,sysinfo,,,"1.6.0_30",1393758160125
java.vm.info,sysinfo,,,"mixed mode",1393758160125
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1393758160125
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1393758160125
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1393758160125
java.vm.specification.version,sysinfo,,,"1.0",1393758160125
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1393758160125
java.vm.version,sysinfo,,,"23.25-b01",1393758160125
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1393758160131
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1393758160205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758160209
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1393758160349
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1393758160352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758160886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758161652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758161826
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1393758164049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758164558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758166090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758170630
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393758174338
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1393758182471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758191228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758191702
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1393758193842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393758194074
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1393758195308
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1393758195529
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1393758195672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758195799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393758202433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758202460
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393758206062
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393758206126
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393758206150
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393758206710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758212192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758219651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393758223253
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1393758224235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393758237477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758238006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758238677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758239121
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1393758244354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758244378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758246454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758251493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393758253067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393758255141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758256356
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1393758296174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758296212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758298983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758306747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393758308291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393758309175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758318139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758318378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393758320450
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393758322793
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393758323021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393758323465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758329476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758332862
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393758334124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393758335095
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393758336540
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393758336732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393758338111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758341170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758342746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758360770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758370351
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393758372582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393758386977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758387822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393758405521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393758407465
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393758409818
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393758410074
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393758410347
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1393758411659
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1393758411898
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1393758412171
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1393758412731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393758417181
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393758424481
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393758424510
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393758428719
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393758436021
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393758436058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393758439915
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393758440710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393758443041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393758452412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393758453388
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1393758471580
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1393758471621
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1393758471677
