what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393704991235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705165019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393705166395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705174835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705175080
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393705180299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1393705180825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705181830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705392417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393705398095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393705398978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393705399392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705402259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705430944
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1393705435266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393705438774
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393705441939
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1393705443019
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393705443819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1393705444190
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393705444522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705445898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705553854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393705555320
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393705557850
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393705558514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393705559354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705560333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705717718
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1393705719016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705721098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705745877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705748383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705869705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393705873921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393705878599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393705879247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393705885320
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1393705887217
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393705887656
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393705898762
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393705899322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705902105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705919035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393705920425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393705921154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393705921562
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1393705925090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393705925198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705926566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705932427
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393705934590
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393705934699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705940212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705950430
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393705952452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705959552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705983499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705983824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705984139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393705987388
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1393705989261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393705989681
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393705995930
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393705996633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393705997327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393705999274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393706000811
